Lap,Time,Pace,GAP,HR,Distance_km,file,Activity,KM,Elev,Cadence
106.0,9.833333333333334,9.833333333333334,9.983333333333333,108,1.0,../data/run-efforts-table/6.html,6,,,
107.0,9.033333333333333,9.033333333333333,8.95,131,1.0,../data/run-efforts-table/6.html,6,,,
108.0,9.433333333333334,9.433333333333334,9.316666666666666,111,1.0,../data/run-efforts-table/6.html,6,,,
109.0,1.3333333333333333,1.2166666666666668,1.3,97,0.01,../data/run-efforts-table/6.html,6,,,
1.0,7.516666666666667,7.516666666666667,7.383333333333334,107,1.0,../data/run-efforts-table/7.html,7,,,
2.0,7.55,7.55,7.416666666666667,105,1.0,../data/run-efforts-table/7.html,7,,,
3.0,7.383333333333334,7.383333333333334,7.2,106,1.0,../data/run-efforts-table/7.html,7,,,
4.0,7.583333333333333,7.583333333333333,7.383333333333334,106,1.0,../data/run-efforts-table/7.html,7,,,
5.0,7.266666666666667,7.266666666666667,7.033333333333333,108,1.0,../data/run-efforts-table/7.html,7,,,
6.0,7.283333333333333,7.283333333333333,7.216666666666667,104,1.0,../data/run-efforts-table/7.html,7,,,
7.0,7.416666666666667,7.416666666666667,7.133333333333334,102,1.0,../data/run-efforts-table/7.html,7,,,
8.0,9.45,9.45,8.883333333333333,106,1.0,../data/run-efforts-table/7.html,7,,,
9.0,6.533333333333333,6.533333333333333,6.683333333333334,124,1.0,../data/run-efforts-table/7.html,7,,,
10.0,6.966666666666667,6.966666666666667,6.866666666666667,109,1.0,../data/run-efforts-table/7.html,7,,,
11.0,6.85,6.85,6.966666666666667,107,1.0,../data/run-efforts-table/7.html,7,,,
12.0,8.066666666666666,8.066666666666666,8.133333333333333,116,1.0,../data/run-efforts-table/7.html,7,,,
13.0,7.1,7.1,7.183333333333334,120,1.0,../data/run-efforts-table/7.html,7,,,
14.0,7.4,7.4,7.35,112,1.0,../data/run-efforts-table/7.html,7,,,
15.0,9.633333333333333,9.633333333333333,9.5,106,1.0,../data/run-efforts-table/7.html,7,,,
16.0,8.516666666666667,8.516666666666667,8.35,112,1.0,../data/run-efforts-table/7.html,7,,,
17.0,7.066666666666666,7.066666666666666,6.916666666666667,123,1.0,../data/run-efforts-table/7.html,7,,,
18.0,6.716666666666667,6.716666666666667,6.933333333333334,101,1.0,../data/run-efforts-table/7.html,7,,,
19.0,7.233333333333333,7.233333333333333,7.15,105,1.0,../data/run-efforts-table/7.html,7,,,
20.0,7.25,7.25,7.2,104,1.0,../data/run-efforts-table/7.html,7,,,
21.0,7.25,7.25,7.166666666666667,105,1.0,../data/run-efforts-table/7.html,7,,,
22.0,7.283333333333333,7.283333333333333,7.116666666666666,105,1.0,../data/run-efforts-table/7.html,7,,,
23.0,13.216666666666667,13.216666666666667,12.95,107,1.0,../data/run-efforts-table/7.html,7,,,
24.0,7.416666666666667,7.416666666666667,7.116666666666666,118,1.0,../data/run-efforts-table/7.html,7,,,
25.0,7.266666666666667,7.266666666666667,7.1,106,1.0,../data/run-efforts-table/7.html,7,,,
26.0,7.1,7.1,6.966666666666667,107,1.0,../data/run-efforts-table/7.html,7,,,
27.0,8.683333333333334,8.683333333333334,8.266666666666667,106,1.0,../data/run-efforts-table/7.html,7,,,
28.0,7.366666666666666,7.366666666666666,7.033333333333333,106,1.0,../data/run-efforts-table/7.html,7,,,
29.0,7.316666666666666,7.316666666666666,7.05,105,1.0,../data/run-efforts-table/7.html,7,,,
30.0,7.5,7.5,7.166666666666667,107,1.0,../data/run-efforts-table/7.html,7,,,
31.0,7.416666666666667,7.416666666666667,7.0,107,1.0,../data/run-efforts-table/7.html,7,,,
32.0,7.516666666666667,7.516666666666667,7.066666666666666,108,1.0,../data/run-efforts-table/7.html,7,,,
33.0,12.716666666666667,12.716666666666667,12.783333333333333,101,1.0,../data/run-efforts-table/7.html,7,,,
34.0,7.4,7.4,7.233333333333333,113,1.0,../data/run-efforts-table/7.html,7,,,
35.0,7.133333333333334,7.133333333333334,7.216666666666667,104,1.0,../data/run-efforts-table/7.html,7,,,
36.0,6.883333333333333,6.883333333333333,6.833333333333333,109,1.0,../data/run-efforts-table/7.html,7,,,
37.0,7.35,7.35,7.3,108,1.0,../data/run-efforts-table/7.html,7,,,
38.0,7.233333333333333,7.233333333333333,7.016666666666667,106,1.0,../data/run-efforts-table/7.html,7,,,
39.0,8.5,8.5,8.366666666666667,106,1.0,../data/run-efforts-table/7.html,7,,,
40.0,7.233333333333333,7.233333333333333,6.916666666666667,116,1.0,../data/run-efforts-table/7.html,7,,,
41.0,7.083333333333333,7.083333333333333,6.85,106,1.0,../data/run-efforts-table/7.html,7,,,
42.0,7.133333333333334,7.133333333333334,6.916666666666667,110,1.0,../data/run-efforts-table/7.html,7,,,
43.0,7.283333333333333,7.283333333333333,7.15,114,1.0,../data/run-efforts-table/7.html,7,,,
44.0,14.866666666666667,14.866666666666667,14.2,109,1.0,../data/run-efforts-table/7.html,7,,,
45.0,8.0,8.0,7.916666666666667,132,1.0,../data/run-efforts-table/7.html,7,,,
46.0,6.4,6.4,6.5,126,1.0,../data/run-efforts-table/7.html,7,,,
47.0,6.566666666666666,6.566666666666666,6.6,113,1.0,../data/run-efforts-table/7.html,7,,,
48.0,8.0,8.0,7.666666666666667,116,1.0,../data/run-efforts-table/7.html,7,,,
49.0,6.4,6.4,6.466666666666667,127,1.0,../data/run-efforts-table/7.html,7,,,
50.0,6.783333333333333,6.783333333333333,6.816666666666666,117,1.0,../data/run-efforts-table/7.html,7,,,
51.0,6.883333333333333,6.883333333333333,6.783333333333333,125,1.0,../data/run-efforts-table/7.html,7,,,
52.0,6.666666666666667,6.666666666666667,6.55,125,1.0,../data/run-efforts-table/7.html,7,,,
53.0,6.683333333333334,6.683333333333334,6.583333333333333,117,1.0,../data/run-efforts-table/7.html,7,,,
54.0,6.5,6.5,6.566666666666666,114,1.0,../data/run-efforts-table/7.html,7,,,
55.0,26.283333333333335,26.283333333333335,25.666666666666668,103,1.0,../data/run-efforts-table/7.html,7,,,
56.0,7.233333333333333,7.233333333333333,7.083333333333333,119,1.0,../data/run-efforts-table/7.html,7,,,
57.0,7.083333333333333,7.083333333333333,6.866666666666667,112,1.0,../data/run-efforts-table/7.html,7,,,
58.0,7.116666666666666,7.116666666666666,7.1,106,1.0,../data/run-efforts-table/7.html,7,,,
59.0,7.35,7.35,7.216666666666667,106,1.0,../data/run-efforts-table/7.html,7,,,
60.0,7.233333333333333,7.233333333333333,7.2,105,1.0,../data/run-efforts-table/7.html,7,,,
61.0,7.416666666666667,7.416666666666667,7.233333333333333,104,1.0,../data/run-efforts-table/7.html,7,,,
62.0,8.316666666666666,8.316666666666666,8.2,101,1.0,../data/run-efforts-table/7.html,7,,,
63.0,7.4,7.4,7.2,116,1.0,../data/run-efforts-table/7.html,7,,,
64.0,8.116666666666667,8.116666666666667,7.866666666666667,114,1.0,../data/run-efforts-table/7.html,7,,,
65.0,7.416666666666667,7.416666666666667,7.25,107,1.0,../data/run-efforts-table/7.html,7,,,
66.0,36.03333333333333,36.03333333333333,35.18333333333333,106,1.0,../data/run-efforts-table/7.html,7,,,
67.0,8.033333333333333,8.033333333333333,7.733333333333333,107,1.0,../data/run-efforts-table/7.html,7,,,
68.0,7.7,7.7,7.333333333333333,116,1.0,../data/run-efforts-table/7.html,7,,,
69.0,7.066666666666666,7.066666666666666,6.816666666666666,110,1.0,../data/run-efforts-table/7.html,7,,,
70.0,7.283333333333333,7.283333333333333,7.116666666666666,108,1.0,../data/run-efforts-table/7.html,7,,,
71.0,8.033333333333333,8.033333333333333,7.65,107,1.0,../data/run-efforts-table/7.html,7,,,
72.0,6.85,6.85,6.883333333333333,125,1.0,../data/run-efforts-table/7.html,7,,,
73.0,7.15,7.15,7.033333333333333,108,1.0,../data/run-efforts-table/7.html,7,,,
74.0,7.25,7.25,7.0,105,1.0,../data/run-efforts-table/7.html,7,,,
75.0,7.566666666666666,7.566666666666666,7.116666666666666,105,1.0,../data/run-efforts-table/7.html,7,,,
76.0,7.65,7.65,7.483333333333333,115,1.0,../data/run-efforts-table/7.html,7,,,
77.0,18.333333333333332,18.333333333333332,16.4,124,1.0,../data/run-efforts-table/7.html,7,,,
78.0,7.6,7.6,7.383333333333334,107,1.0,../data/run-efforts-table/7.html,7,,,
79.0,7.733333333333333,7.733333333333333,7.666666666666667,104,1.0,../data/run-efforts-table/7.html,7,,,
80.0,7.2,7.2,6.9,116,1.0,../data/run-efforts-table/7.html,7,,,
81.0,7.266666666666667,7.266666666666667,7.066666666666666,110,1.0,../data/run-efforts-table/7.html,7,,,
82.0,7.216666666666667,7.216666666666667,7.233333333333333,104,1.0,../data/run-efforts-table/7.html,7,,,
83.0,7.25,7.25,7.183333333333334,105,1.0,../data/run-efforts-table/7.html,7,,,
84.0,7.4,7.4,7.166666666666667,104,1.0,../data/run-efforts-table/7.html,7,,,
85.0,7.583333333333333,7.583333333333333,7.1,105,1.0,../data/run-efforts-table/7.html,7,,,
86.0,7.733333333333333,7.733333333333333,7.6,110,1.0,../data/run-efforts-table/7.html,7,,,
87.0,7.283333333333333,7.283333333333333,7.283333333333333,104,1.0,../data/run-efforts-table/7.html,7,,,
88.0,13.216666666666667,13.216666666666667,13.333333333333334,105,1.0,../data/run-efforts-table/7.html,7,,,
89.0,6.933333333333334,6.933333333333334,7.016666666666667,127,1.0,../data/run-efforts-table/7.html,7,,,
90.0,6.966666666666667,6.966666666666667,6.933333333333334,115,1.0,../data/run-efforts-table/7.html,7,,,
91.0,7.233333333333333,7.233333333333333,7.05,108,1.0,../data/run-efforts-table/7.html,7,,,
92.0,6.933333333333334,6.933333333333334,6.966666666666667,106,1.0,../data/run-efforts-table/7.html,7,,,
93.0,7.0,7.0,7.233333333333333,112,1.0,../data/run-efforts-table/7.html,7,,,
94.0,6.733333333333333,6.733333333333333,6.883333333333333,111,1.0,../data/run-efforts-table/7.html,7,,,
95.0,6.916666666666667,6.916666666666667,6.933333333333334,107,1.0,../data/run-efforts-table/7.html,7,,,
96.0,7.116666666666666,7.116666666666666,6.85,109,1.0,../data/run-efforts-table/7.html,7,,,
97.0,7.633333333333333,7.633333333333333,7.283333333333333,113,1.0,../data/run-efforts-table/7.html,7,,,
98.0,7.483333333333333,7.483333333333333,7.416666666666667,138,1.0,../data/run-efforts-table/7.html,7,,,
99.0,6.766666666666667,6.766666666666667,6.95,108,1.0,../data/run-efforts-table/7.html,7,,,
100.0,10.2,10.2,10.35,117,1.0,../data/run-efforts-table/7.html,7,,,
101.0,7.166666666666667,7.166666666666667,7.2,107,1.0,../data/run-efforts-table/7.html,7,,,
102.0,6.966666666666667,6.966666666666667,7.083333333333333,106,1.0,../data/run-efforts-table/7.html,7,,,
103.0,7.366666666666666,7.366666666666666,7.516666666666667,117,1.0,../data/run-efforts-table/7.html,7,,,
104.0,7.233333333333333,7.233333333333333,7.266666666666667,115,1.0,../data/run-efforts-table/7.html,7,,,
105.0,9.433333333333334,9.433333333333334,9.283333333333333,118,1.0,../data/run-efforts-table/7.html,7,,,
106.0,9.85,9.85,9.466666666666667,102,1.0,../data/run-efforts-table/7.html,7,,,
107.0,9.966666666666667,9.966666666666667,9.566666666666666,97,1.0,../data/run-efforts-table/7.html,7,,,
108.0,12.9,12.9,13.1,107,1.0,../data/run-efforts-table/7.html,7,,,
109.0,9.533333333333333,9.533333333333333,9.766666666666667,112,1.0,../data/run-efforts-table/7.html,7,,,
110.0,1.75,11.016666666666667,11.1,114,0.15,../data/run-efforts-table/7.html,7,,,
1.0,7.516666666666667,7.516666666666667,7.416666666666667,106,1.0,../data/run-efforts-table/8.html,8,,,
2.0,7.716666666666667,7.716666666666667,7.4,98,1.0,../data/run-efforts-table/8.html,8,,,
3.0,7.466666666666667,7.466666666666667,7.416666666666667,99,1.0,../data/run-efforts-table/8.html,8,,,
4.0,7.35,7.35,7.4,98,1.0,../data/run-efforts-table/8.html,8,,,
5.0,7.4,7.4,7.416666666666667,96,1.0,../data/run-efforts-table/8.html,8,,,
6.0,7.483333333333333,7.483333333333333,7.233333333333333,98,1.0,../data/run-efforts-table/8.html,8,,,
7.0,7.566666666666666,7.566666666666666,7.083333333333333,98,1.0,../data/run-efforts-table/8.html,8,,,
8.0,10.2,10.2,7.35,99,1.0,../data/run-efforts-table/8.html,8,,,
9.0,7.166666666666667,7.166666666666667,6.983333333333333,100,1.0,../data/run-efforts-table/8.html,8,,,
10.0,7.016666666666667,7.016666666666667,6.816666666666666,107,1.0,../data/run-efforts-table/8.html,8,,,
11.0,6.9,6.9,6.916666666666667,109,1.0,../data/run-efforts-table/8.html,8,,,
12.0,7.333333333333333,7.333333333333333,7.483333333333333,124,1.0,../data/run-efforts-table/8.html,8,,,
13.0,8.25,8.25,7.266666666666667,114,1.0,../data/run-efforts-table/8.html,8,,,
14.0,7.083333333333333,7.083333333333333,6.933333333333334,124,1.0,../data/run-efforts-table/8.html,8,,,
15.0,6.816666666666666,6.816666666666666,6.833333333333333,108,1.0,../data/run-efforts-table/8.html,8,,,
16.0,7.066666666666666,7.066666666666666,6.866666666666667,109,1.0,../data/run-efforts-table/8.html,8,,,
17.0,7.316666666666666,7.316666666666666,7.033333333333333,116,1.0,../data/run-efforts-table/8.html,8,,,
18.0,7.033333333333333,7.033333333333333,6.95,111,1.0,../data/run-efforts-table/8.html,8,,,
19.0,8.266666666666667,8.266666666666667,7.133333333333334,106,1.0,../data/run-efforts-table/8.html,8,,,
20.0,7.05,7.05,6.9,119,1.0,../data/run-efforts-table/8.html,8,,,
21.0,7.283333333333333,7.283333333333333,6.95,106,1.0,../data/run-efforts-table/8.html,8,,,
22.0,7.516666666666667,7.516666666666667,6.85,109,1.0,../data/run-efforts-table/8.html,8,,,
23.0,6.833333333333333,6.833333333333333,6.716666666666667,109,1.0,../data/run-efforts-table/8.html,8,,,
24.0,6.55,6.55,6.55,112,1.0,../data/run-efforts-table/8.html,8,,,
25.0,10.483333333333333,10.483333333333333,7.416666666666667,113,1.0,../data/run-efforts-table/8.html,8,,,
26.0,6.833333333333333,6.833333333333333,7.066666666666666,126,1.0,../data/run-efforts-table/8.html,8,,,
27.0,6.116666666666666,6.116666666666666,6.183333333333334,125,1.0,../data/run-efforts-table/8.html,8,,,
28.0,6.416666666666667,6.416666666666667,6.316666666666666,116,1.0,../data/run-efforts-table/8.html,8,,,
29.0,6.716666666666667,6.716666666666667,6.333333333333333,115,1.0,../data/run-efforts-table/8.html,8,,,
30.0,6.75,6.75,6.416666666666667,123,1.0,../data/run-efforts-table/8.html,8,,,
31.0,6.816666666666666,6.816666666666666,6.483333333333333,122,1.0,../data/run-efforts-table/8.html,8,,,
32.0,6.85,6.85,6.45,115,1.0,../data/run-efforts-table/8.html,8,,,
33.0,6.616666666666667,6.616666666666667,6.45,115,1.0,../data/run-efforts-table/8.html,8,,,
34.0,6.216666666666667,6.216666666666667,6.316666666666666,115,1.0,../data/run-efforts-table/8.html,8,,,
35.0,6.183333333333334,6.183333333333334,6.233333333333333,115,1.0,../data/run-efforts-table/8.html,8,,,
36.0,7.216666666666667,7.216666666666667,6.35,116,1.0,../data/run-efforts-table/8.html,8,,,
37.0,11.716666666666667,11.716666666666667,7.316666666666666,117,1.0,../data/run-efforts-table/8.html,8,,,
38.0,6.516666666666667,6.516666666666667,6.533333333333333,113,1.0,../data/run-efforts-table/8.html,8,,,
39.0,6.666666666666667,6.666666666666667,6.45,109,1.0,../data/run-efforts-table/8.html,8,,,
40.0,6.716666666666667,6.716666666666667,6.65,104,1.0,../data/run-efforts-table/8.html,8,,,
41.0,7.216666666666667,7.216666666666667,6.833333333333333,104,1.0,../data/run-efforts-table/8.html,8,,,
42.0,6.933333333333334,6.933333333333334,6.833333333333333,103,1.0,../data/run-efforts-table/8.html,8,,,
43.0,7.116666666666666,7.116666666666666,6.85,105,1.0,../data/run-efforts-table/8.html,8,,,
44.0,6.733333333333333,6.733333333333333,6.9,101,1.0,../data/run-efforts-table/8.html,8,,,
45.0,7.5,7.5,7.3,103,1.0,../data/run-efforts-table/8.html,8,,,
46.0,7.6,7.6,7.35,98,1.0,../data/run-efforts-table/8.html,8,,,
47.0,7.05,7.05,7.15,99,1.0,../data/run-efforts-table/8.html,8,,,
48.0,9.733333333333333,9.733333333333333,9.3,95,1.0,../data/run-efforts-table/8.html,8,,,
49.0,7.366666666666666,7.366666666666666,7.283333333333333,105,1.0,../data/run-efforts-table/8.html,8,,,
50.0,8.45,8.45,7.25,120,1.0,../data/run-efforts-table/8.html,8,,,
51.0,6.883333333333333,6.883333333333333,6.933333333333334,105,1.0,../data/run-efforts-table/8.html,8,,,
52.0,6.783333333333333,6.783333333333333,6.883333333333333,104,1.0,../data/run-efforts-table/8.html,8,,,
53.0,6.933333333333334,6.933333333333334,6.866666666666667,107,1.0,../data/run-efforts-table/8.html,8,,,
54.0,27.6,27.6,8.483333333333333,106,1.0,../data/run-efforts-table/8.html,8,,,
55.0,7.433333333333334,7.433333333333334,7.45,100,1.0,../data/run-efforts-table/8.html,8,,,
56.0,7.783333333333333,7.783333333333333,7.6,105,1.0,../data/run-efforts-table/8.html,8,,,
57.0,7.566666666666666,7.566666666666666,7.55,104,1.0,../data/run-efforts-table/8.html,8,,,
58.0,7.766666666666667,7.766666666666667,7.433333333333334,103,1.0,../data/run-efforts-table/8.html,8,,,
59.0,7.733333333333333,7.733333333333333,7.683333333333334,104,1.0,../data/run-efforts-table/8.html,8,,,
60.0,8.116666666666667,8.116666666666667,7.7,105,1.0,../data/run-efforts-table/8.html,8,,,
61.0,7.616666666666667,7.616666666666667,7.55,103,1.0,../data/run-efforts-table/8.html,8,,,
62.0,7.516666666666667,7.516666666666667,7.533333333333333,104,1.0,../data/run-efforts-table/8.html,8,,,
63.0,28.116666666666667,28.116666666666667,8.116666666666667,100,1.0,../data/run-efforts-table/8.html,8,,,
64.0,8.2,8.2,7.45,119,1.0,../data/run-efforts-table/8.html,8,,,
65.0,8.283333333333333,8.283333333333333,7.383333333333334,118,1.0,../data/run-efforts-table/8.html,8,,,
66.0,7.716666666666667,7.716666666666667,7.583333333333333,102,1.0,../data/run-efforts-table/8.html,8,,,
67.0,6.85,6.85,7.016666666666667,109,1.0,../data/run-efforts-table/8.html,8,,,
68.0,7.4,7.4,7.266666666666667,106,1.0,../data/run-efforts-table/8.html,8,,,
69.0,7.316666666666666,7.316666666666666,7.333333333333333,108,1.0,../data/run-efforts-table/8.html,8,,,
70.0,7.85,7.85,7.383333333333334,112,1.0,../data/run-efforts-table/8.html,8,,,
71.0,7.5,7.5,7.4,107,1.0,../data/run-efforts-table/8.html,8,,,
72.0,7.566666666666666,7.566666666666666,7.533333333333333,102,1.0,../data/run-efforts-table/8.html,8,,,
73.0,9.45,9.45,8.666666666666666,103,1.0,../data/run-efforts-table/8.html,8,,,
74.0,7.933333333333334,7.933333333333334,7.666666666666667,99,1.0,../data/run-efforts-table/8.html,8,,,
75.0,7.616666666666667,7.616666666666667,7.7,99,1.0,../data/run-efforts-table/8.html,8,,,
76.0,7.733333333333333,7.733333333333333,7.666666666666667,101,1.0,../data/run-efforts-table/8.html,8,,,
77.0,9.416666666666666,9.416666666666666,7.233333333333333,115,1.0,../data/run-efforts-table/8.html,8,,,
78.0,22.2,22.2,7.4,133,1.0,../data/run-efforts-table/8.html,8,,,
79.0,8.133333333333333,8.133333333333333,8.2,104,1.0,../data/run-efforts-table/8.html,8,,,
80.0,7.483333333333333,7.483333333333333,7.4,103,1.0,../data/run-efforts-table/8.html,8,,,
81.0,7.533333333333333,7.533333333333333,7.45,109,1.0,../data/run-efforts-table/8.html,8,,,
82.0,7.966666666666667,7.966666666666667,7.5,113,1.0,../data/run-efforts-table/8.html,8,,,
83.0,7.566666666666666,7.566666666666666,7.483333333333333,101,1.0,../data/run-efforts-table/8.html,8,,,
84.0,7.716666666666667,7.716666666666667,7.45,103,1.0,../data/run-efforts-table/8.html,8,,,
85.0,7.666666666666667,7.666666666666667,7.65,101,1.0,../data/run-efforts-table/8.html,8,,,
86.0,8.266666666666667,8.266666666666667,7.916666666666667,110,1.0,../data/run-efforts-table/8.html,8,,,
87.0,7.983333333333333,7.983333333333333,7.45,115,1.0,../data/run-efforts-table/8.html,8,,,
88.0,7.6,7.6,7.6,100,1.0,../data/run-efforts-table/8.html,8,,,
89.0,7.666666666666667,7.666666666666667,7.533333333333333,100,1.0,../data/run-efforts-table/8.html,8,,,
90.0,18.2,18.2,8.316666666666666,106,1.0,../data/run-efforts-table/8.html,8,,,
91.0,7.55,7.55,7.533333333333333,105,1.0,../data/run-efforts-table/8.html,8,,,
92.0,7.866666666666667,7.866666666666667,7.566666666666666,106,1.0,../data/run-efforts-table/8.html,8,,,
93.0,7.75,7.75,7.55,109,1.0,../data/run-efforts-table/8.html,8,,,
94.0,7.466666666666667,7.466666666666667,7.45,102,1.0,../data/run-efforts-table/8.html,8,,,
95.0,7.466666666666667,7.466666666666667,7.366666666666666,103,1.0,../data/run-efforts-table/8.html,8,,,
96.0,7.55,7.55,7.566666666666666,101,1.0,../data/run-efforts-table/8.html,8,,,
97.0,7.85,7.85,7.55,124,1.0,../data/run-efforts-table/8.html,8,,,
98.0,8.166666666666666,8.166666666666666,7.466666666666667,121,1.0,../data/run-efforts-table/8.html,8,,,
99.0,7.4,7.4,7.333333333333333,103,1.0,../data/run-efforts-table/8.html,8,,,
100.0,7.233333333333333,7.233333333333333,7.2,106,1.0,../data/run-efforts-table/8.html,8,,,
101.0,14.5,14.5,8.483333333333333,100,1.0,../data/run-efforts-table/8.html,8,,,
102.0,7.6,7.6,7.216666666666667,116,1.0,../data/run-efforts-table/8.html,8,,,
103.0,7.433333333333334,7.433333333333334,7.4,103,1.0,../data/run-efforts-table/8.html,8,,,
104.0,7.3,7.3,7.283333333333333,104,1.0,../data/run-efforts-table/8.html,8,,,
105.0,7.433333333333334,7.433333333333334,7.383333333333334,101,1.0,../data/run-efforts-table/8.html,8,,,
106.0,7.45,7.45,7.416666666666667,103,1.0,../data/run-efforts-table/8.html,8,,,
107.0,7.683333333333334,7.683333333333334,7.616666666666667,103,1.0,../data/run-efforts-table/8.html,8,,,
108.0,7.483333333333333,7.483333333333333,7.4,102,1.0,../data/run-efforts-table/8.html,8,,,
109.0,12.616666666666667,12.616666666666667,9.25,102,1.0,../data/run-efforts-table/8.html,8,,,
110.0,14.933333333333334,14.933333333333334,11.166666666666666,106,1.0,../data/run-efforts-table/8.html,8,,,
111.0,8.016666666666667,11.85,10.683333333333334,113,0.67,../data/run-efforts-table/8.html,8,,,
1.0,7.35,7.35,7.166666666666667,102,1.0,../data/run-efforts-table/9.html,9,,,
2.0,7.15,7.15,7.133333333333334,104,1.0,../data/run-efforts-table/9.html,9,,,
3.0,7.266666666666667,7.266666666666667,7.266666666666667,104,1.0,../data/run-efforts-table/9.html,9,,,
4.0,7.666666666666667,7.666666666666667,7.166666666666667,104,1.0,../data/run-efforts-table/9.html,9,,,
5.0,7.45,7.45,7.4,101,1.0,../data/run-efforts-table/9.html,9,,,
6.0,7.416666666666667,7.416666666666667,7.383333333333334,99,1.0,../data/run-efforts-table/9.html,9,,,
7.0,7.5,7.5,7.433333333333334,98,1.0,../data/run-efforts-table/9.html,9,,,
8.0,7.683333333333334,7.683333333333334,7.316666666666666,97,1.0,../data/run-efforts-table/9.html,9,,,
9.0,7.216666666666667,7.216666666666667,7.166666666666667,98,1.0,../data/run-efforts-table/9.html,9,,,
10.0,7.383333333333334,7.383333333333334,7.0,113,1.0,../data/run-efforts-table/9.html,9,,,
11.0,8.416666666666666,8.416666666666666,8.233333333333333,99,1.0,../data/run-efforts-table/9.html,9,,,
12.0,8.566666666666666,8.566666666666666,7.583333333333333,99,1.0,../data/run-efforts-table/9.html,9,,,
13.0,7.2,7.2,7.116666666666666,116,1.0,../data/run-efforts-table/9.html,9,,,
14.0,7.116666666666666,7.116666666666666,7.183333333333334,104,1.0,../data/run-efforts-table/9.html,9,,,
15.0,7.183333333333334,7.183333333333334,7.033333333333333,107,1.0,../data/run-efforts-table/9.html,9,,,
16.0,7.033333333333333,7.033333333333333,6.966666666666667,106,1.0,../data/run-efforts-table/9.html,9,,,
17.0,7.233333333333333,7.233333333333333,7.15,106,1.0,../data/run-efforts-table/9.html,9,,,
18.0,7.4,7.4,6.983333333333333,115,1.0,../data/run-efforts-table/9.html,9,,,
19.0,7.2,7.2,7.066666666666666,108,1.0,../data/run-efforts-table/9.html,9,,,
20.0,7.116666666666666,7.116666666666666,7.033333333333333,107,1.0,../data/run-efforts-table/9.html,9,,,
21.0,7.1,7.1,7.033333333333333,108,1.0,../data/run-efforts-table/9.html,9,,,
22.0,7.05,7.05,6.983333333333333,107,1.0,../data/run-efforts-table/9.html,9,,,
23.0,10.05,10.05,8.483333333333333,98,1.0,../data/run-efforts-table/9.html,9,,,
24.0,7.466666666666667,7.466666666666667,6.983333333333333,116,1.0,../data/run-efforts-table/9.html,9,,,
25.0,7.166666666666667,7.166666666666667,7.0,102,1.0,../data/run-efforts-table/9.html,9,,,
26.0,7.066666666666666,7.066666666666666,7.016666666666667,105,1.0,../data/run-efforts-table/9.html,9,,,
27.0,7.283333333333333,7.283333333333333,6.883333333333333,104,1.0,../data/run-efforts-table/9.html,9,,,
28.0,6.95,6.95,6.866666666666667,102,1.0,../data/run-efforts-table/9.html,9,,,
29.0,6.916666666666667,6.916666666666667,6.85,102,1.0,../data/run-efforts-table/9.html,9,,,
30.0,7.95,7.95,7.833333333333333,99,1.0,../data/run-efforts-table/9.html,9,,,
31.0,7.066666666666666,7.066666666666666,6.983333333333333,100,1.0,../data/run-efforts-table/9.html,9,,,
32.0,6.966666666666667,6.966666666666667,6.933333333333334,101,1.0,../data/run-efforts-table/9.html,9,,,
33.0,7.2,7.2,6.75,101,1.0,../data/run-efforts-table/9.html,9,,,
34.0,12.55,12.55,8.316666666666666,95,1.0,../data/run-efforts-table/9.html,9,,,
35.0,7.65,7.65,6.816666666666666,99,1.0,../data/run-efforts-table/9.html,9,,,
36.0,7.2,7.2,6.833333333333333,99,1.0,../data/run-efforts-table/9.html,9,,,
37.0,7.066666666666666,7.066666666666666,7.033333333333333,100,1.0,../data/run-efforts-table/9.html,9,,,
38.0,6.883333333333333,6.883333333333333,6.8,103,1.0,../data/run-efforts-table/9.html,9,,,
39.0,8.066666666666666,8.066666666666666,7.95,99,1.0,../data/run-efforts-table/9.html,9,,,
40.0,10.266666666666667,10.266666666666667,9.083333333333334,90,1.0,../data/run-efforts-table/9.html,9,,,
41.0,6.8,6.8,6.7,102,1.0,../data/run-efforts-table/9.html,9,,,
42.0,7.133333333333334,7.133333333333334,6.733333333333333,105,1.0,../data/run-efforts-table/9.html,9,,,
43.0,6.883333333333333,6.883333333333333,6.816666666666666,104,1.0,../data/run-efforts-table/9.html,9,,,
44.0,6.85,6.85,6.75,105,1.0,../data/run-efforts-table/9.html,9,,,
45.0,18.966666666666665,18.966666666666665,7.716666666666667,99,1.0,../data/run-efforts-table/9.html,9,,,
46.0,7.633333333333333,7.633333333333333,7.55,96,1.0,../data/run-efforts-table/9.html,9,,,
47.0,7.166666666666667,7.166666666666667,7.116666666666666,101,1.0,../data/run-efforts-table/9.html,9,,,
48.0,7.233333333333333,7.233333333333333,7.05,101,1.0,../data/run-efforts-table/9.html,9,,,
49.0,7.25,7.25,7.133333333333334,101,1.0,../data/run-efforts-table/9.html,9,,,
50.0,7.55,7.55,7.033333333333333,105,1.0,../data/run-efforts-table/9.html,9,,,
51.0,7.25,7.25,7.083333333333333,102,1.0,../data/run-efforts-table/9.html,9,,,
52.0,7.316666666666666,7.316666666666666,7.133333333333334,101,1.0,../data/run-efforts-table/9.html,9,,,
53.0,7.233333333333333,7.233333333333333,7.216666666666667,101,1.0,../data/run-efforts-table/9.html,9,,,
